name	rawTweet	date
Giselle	RT @mil_ops: Watching Cano AB Honduras this week and we have two acft that pop out. 1. Dyass AFB - troop rotation - same one we see at GTMO…	Feb 04 2020
Eighth Army	ACFT app rolls out to help Soldiers get fit, protect their data https://t.co/SEefc0j8Ub	Feb 04 2020
TRADOC_DCG	RT @EighthArmyKorea: ACFT app rolls out to help Soldiers get fit, protect their data https://t.co/SEefc0j8Ub	Feb 04 2020
Ebony Ma, Darkskin child of Thanos	man fuck the ACFT	Feb 04 2020
Sarah Helson	"RT @USArmy: Physical fitness is fundamental to our #Readiness. 

Units have already started receiving the equipment needed to train for and…"	Feb 04 2020
Sarah Helson	RT @USArmy: #ACFT testing equipment has arrived at Fort Stewart Hunter Army Airfield and the #Soldiers of @3rd_Infantry wasted no time gett…	Feb 04 2020
Sarah Helson	"RT @USArmy: How far can you throw a 10-pound medicine ball?

The standing power throw tests how far a #Soldier can throw a 10-pound medicin…"	Feb 04 2020
ROMEO MARSH	"RT @USArmy: Pop the top and let's go!

@FortBenning #Soldiers recently received their Army Combat Fitness Test gear.

Learn more about @USA…"	Feb 04 2020
Sarah Helson	"RT @USArmy: Pop the top and let's go!

@FortBenning #Soldiers recently received their Army Combat Fitness Test gear.

Learn more about @USA…"	Feb 04 2020
Sarah Helson	RT @USArmy: Senior leaders have approved a modification of the ACFT that includes three aerobic test events for selected #Soldiers with per…	Feb 04 2020
Sarah Helson	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 04 2020
yscbatis	INFO D. TMP: 21. VIS: REDUCING TO 6 KM IN FU. QNH: 1020. EXP INSTRUMENT APCH RWY 17. RWY 17 &amp; RWY 12 FOR ARRS &amp; DEP… https://t.co/oanFsnYZdL	Feb 04 2020
Michael Belton	"RT @USArmyReserve: Are You Combat-Ready?

The #ACFT aims to enhance readiness across the force.

Learn how you can prepare: https://t.co/sC…"	Feb 04 2020
Mary Jolly	RT @SchmidCathrine: JLo is 50 years old and climbed that pole like it was nothing and I’m over here worried about ONE leg tuck for the ACFT	Feb 04 2020
Commandant of Cadets	Army Combat Fitness Test is coming!  Looking forward to seeing the Corps of Cadets earning the highest average of a… https://t.co/M19EEJQp60	Feb 04 2020
Silky Johnson	@Alonso_373 Sounds like somebody is mad they gotta deadlift for the ACFT	Feb 04 2020
Stripes Ombudsman	And you thought the ACFT would be tricky. How about a little probability and statistics? https://t.co/gCkBOhZdWM	Feb 04 2020
Israel Romero	RT @CSJTCPR: Warriors conducting ACFT familiarization here in Camp Santiago Joint Training Center.  Warriors are more than welcome to join…	Feb 04 2020
yscbatis	INFO E. TMP: 24. WIND: 090/10, ALL XW RWY 17. QNH: 1019. EXP INSTRUMENT APCH RWY 17. RWY 17 &amp; RWY 12 FOR ARRS &amp; DEP… https://t.co/aRkPkLCzp5	Feb 04 2020
Benjamin Kraus	RT @16thSma: My conversation with @15thSMA on the Soldier Today podcast is out this morning. We discuss NCO leadership, Quality of Life ini…	Feb 04 2020
ぷだふと	"RT @chunithm: 【2/6(木)「niconico」楽曲追加！】
6日(木)より、多くの人に聴かれ・愛された楽曲たちが登場！「ダブルラリアット」「結んで開いて羅刹と骸」「＊ハロー、プラネット。」「magnet」一気に4曲収録だよ！！
https://t.co/93j5…"	Feb 04 2020
yscbatis	INFO F. EXP ILS APCH. RWY 35. WIND: 060/12 ALL XW. START UP APPROVAL RQ FOR ALL TRAINING ACFT. TMP: 24. VIS: REDUCI… https://t.co/NAU9xHLdv8	Feb 04 2020
Edgar Mendoza	RT @16thSma: My conversation with @15thSMA on the Soldier Today podcast is out this morning. We discuss NCO leadership, Quality of Life ini…	Feb 04 2020
Tony '15	RT @SchmidCathrine: JLo is 50 years old and climbed that pole like it was nothing and I’m over here worried about ONE leg tuck for the ACFT	Feb 04 2020
MikeJones	RT @mil_ops: Watching Cano AB Honduras this week and we have two acft that pop out. 1. Dyass AFB - troop rotation - same one we see at GTMO…	Feb 04 2020
Modern War Institute	Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to… https://t.co/qeShP25O5g	Feb 04 2020
Nick Plessas	RT @WarInstitute: Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to fix t…	Feb 04 2020
Nick Plessas	RT @WarInstitute: Who says you can't—or shouldn't—do PT in the field? https://t.co/sEnNK1QZar	Feb 04 2020
ぷだふと	RT @Solo_core13: 『Miku's』一名分枠あきました〜(小声)	Feb 04 2020
Michael Angel Villarreal	"RT @USArmyReserve: Are You Combat-Ready?

The #ACFT aims to enhance readiness across the force.

Learn how you can prepare: https://t.co/sC…"	Feb 04 2020
A Plan for India	@TheSanjivKapoor Yes you have a point.keen2C how jewar/Panvel apt groom up.GMR thinks jewar will struggle esp when… https://t.co/ufL8JCdpZY	Feb 04 2020
yscbatis	INFO G. TMP: 25. QNH: 1018. EXP ILS APCH. RWY 35. START UP APPROVAL RQ FOR ALL TRAINING ACFT. VIS: REDUCING TO 6 KM… https://t.co/754yOfiP15	Feb 04 2020
K Digga	@rsanderlin What were her ACFT scores?	Feb 04 2020
Alexlexus /ZXpredator	"#gymrat #workout #fitness #armyvet #armyfresh #pt #army #soldier #veteran #fitness #building 

One for apft to go b… https://t.co/hsaMmE1e1x"	Feb 04 2020
yscbatis	INFO H. TMP: 21. WIND: 080/18, ALL XW, OCNL TW 2 KTS. QNH: 1019. EXP ILS APCH. RWY 35. START UP APPROVAL RQ FOR ALL… https://t.co/uEfMNrjBOM	Feb 04 2020
yscbatis	INFO I. TMP: 19. QNH: 1020. EXP ILS APCH. RWY 35. START UP APPROVAL RQ FOR ALL TRAINING ACFT. VIS: REDUCING TO 6 KM… https://t.co/TaNM7fgN10	Feb 04 2020
RuffGumGym	MANLI 2018 Outdoor Hiking Shoes Men's Desert High-top Military Tactical Boots Men Combat Army Boots Militares Sapat… https://t.co/2kUIx7jP7f	Feb 04 2020
Turweston Tower AKA Chris Brown	"B) FROM: 20/02/04 09:30C) TO: 20/02/07 16:30
E) AERIAL SURVEY FROM PA31 ACFT WI 5NM RADIUS 
(HELMDON, NORTHAMPTONSH… https://t.co/dbB2qd9MPm"	Feb 04 2020
Modern War Institute	"""Instead of stating that 'fitness is a top priority,' leaders should demonstrate command emphasis on promoting phys… https://t.co/tPNeRTxZDJ"	Feb 04 2020
Red Dot Dango	The Army Combat Fitness Test is my b*tch 😈🥇 https://t.co/JldrBXuP56	Feb 04 2020
Rodrigo de Lima Gonçalves	"RT @WarInstitute: ""Instead of stating that 'fitness is a top priority,' leaders should demonstrate command emphasis on promoting physical f…"	Feb 04 2020
82ndADSB	RT @16thSma: My conversation with @15thSMA on the Soldier Today podcast is out this morning. We discuss NCO leadership, Quality of Life ini…	Feb 04 2020
Jessie❤⚽	This new ACFT is kicking my ass, small girls ain’t winning 😂	Feb 04 2020
TONE MALONE	That ACFT got my back on 10 early af 😂	Feb 04 2020
