name	rawTweet	date
cj🚷	"Took the ACFT this morning.  It wasn’t bad at all.  Get your reps in for muscle memory.  Avoid silly faults.

Build… https://t.co/Kj72HX9pWS"	Jan 31 2020
Michael Frost	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Jan 31 2020
Abreu	RT @USArmy: Senior leaders have approved a modification of the ACFT that includes three aerobic test events for selected #Soldiers with per…	Jan 31 2020
Abreu	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Jan 31 2020
Carmen Brouillet	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Jan 31 2020
Jason Schmidt	RT @EighthArmyKorea: Eighth Army Engineers Install ACFT Equipment https://t.co/RezYYMRrI9	Jan 31 2020
Army ROTC	It’s #FitnessFriday once again! Get out there and get training for #ACFT 💪🔥 https://t.co/wUqpH9hPeL	Jan 31 2020
525th EMIB	Do you get enough rest? It could make the difference in your #ACFT performance. Check out the latest video in our s… https://t.co/RcL9u2wIuU	Jan 31 2020
FurGus	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
412TEC	RT @USArmyReserve: .@USArmy rolls out #ACFT app to help Soldiers get fit: https://t.co/iQuIN9RL7q https://t.co/VDEvuHhx3p	Jan 31 2020
𓋹 Roosevelt Terriers🌟🌟🌟 𓋹	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Jan 31 2020
SAVAGETRUMPSTER🌟🌟🌟	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Rawra	Not only are the record apft and acft in a couple months motivate me to work out, but also the fact that we have a… https://t.co/VD50nuQOmS	Jan 31 2020
Manic [Redacted] [Redacted] Girl	RT @evo_kositz: The first record PT test I’ll take after maternity leave is the ACFT. The army gives Soldiers 6 months post pregnancy to pr…	Jan 31 2020
The white Frank Wills just doing my job.	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
JaQie Space Force #QANON #TheGreatAwakening	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Curiouser Two ⭐⭐⭐	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Myles Standish's 10th GGS	@KeraRolsen Just be thankful you don't have an AF version of the ACFT...yet.	Jan 31 2020
Michael Kretschmer	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Jan 31 2020
Chris Usti	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Candy Apple	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
SavvyChavi	The ACFT has about an 80% fail rate for females due to the leg tuck. We just need to be able to do one. ONE. It’s o… https://t.co/LkWgF05e4J	Jan 31 2020
Wicked Brush	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Lara Lazar🇺🇦🇦🇺	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 31 2020
lennutrajektoor	RT @Ohra_aho: The new Defence Minister of Belarus Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed forces: htt…	Jan 31 2020
Harri Ohra-aho	The new Defence Minister of Belarus Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed f… https://t.co/0HOYz0R6i8	Jan 31 2020
Viktoria	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 31 2020
Penelope Cellucci	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 31 2020
Wes	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 31 2020
Michael	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 31 2020
