name	rawTweet	date
OldSchoolTrainer	"RT @T_Nation: All soldiers have to pass the new combat fitness test. Could you?

Here's how to prepare yourself.
https://t.co/SWMwZisuXp"	Jan 30 2020
ALx	With this knowledge readily available, why do leaders who routinely emphasize the importance of physical fitness co… https://t.co/ktLCkSAQnt	Jan 30 2020
Modern War Institute	The Army Has a Physical Fitness Problem, Part 1: Eight Myths that Weaken Combat Readiness https://t.co/T3rkKaWUKR	Jan 30 2020
T NATION	"All soldiers have to pass the new combat fitness test. Could you?

Here's how to prepare yourself.
https://t.co/SWMwZisuXp"	Jan 30 2020
Mikhail	RT @USArmyNorth: #ARNORTH kicked off its 77th birthday celebration w/ familiarization of the new Army Combat Fitness Test. #Soldiers practi…	Jan 30 2020
Tim Anderson	The Army Has a Physical Fitness Problem, Part 1: Eight Myths that Weaken Combat Readiness https://t.co/VWpD3YIJ4t via @WarInstitute	Jan 30 2020
C🔺C🔺HR|Business|Strategic Manager|Brand|Promo|	"RT @WarInstitute: ""This recurring loss of fitness is unnecessary and occurs when leaders at all levels view physical training and tactical…"	Jan 30 2020
Modern War Institute	"""This recurring loss of fitness is unnecessary and occurs when leaders at all levels view physical training and tac… https://t.co/piKln7Fjzc"	Jan 30 2020
Dudley Walden	This is an absolutely horrible take on the Army's new PT Test. You're a Soldier 1st, then you do your specific job… https://t.co/RVV6n07CVO	Jan 30 2020
NE Army Guard	Are you preparing to take the new Army Combat Fitness Test (ACFT) this year? One event is called the Standing Power… https://t.co/TSXiWYpVw7	Jan 30 2020
กองพลทหารราบที่ 3	"ACFT เริ่มแล้ว ❗️❗️
การทดสอบร่างกายรูปแบบใหม่ของ ทบ.สหรัฐ Army Combat Fitness Test 💂‍♀️🇹🇭

📌พัฒนาขีดความสามารถกำลัง… https://t.co/kupKyR8Y7k"	Jan 30 2020
Ext.อิงครัตCharlie01	RT @PANationalGuard: The @USArmy recently updated its physical readiness training -- or PRT -- mobile app to give Soldiers a leg up on the…	Jan 30 2020
Mark	"RT @USArmy: Pop the top and let's go!

@FortBenning #Soldiers recently received their Army Combat Fitness Test gear.

Learn more about @USA…"	Jan 30 2020
Modern War Institute	"""Everything I do is PT"" and eight other myths about physical fitness that erode Army unit's combat readiness. https://t.co/T3rkKaWUKR"	Jan 30 2020
Tony Doong	RT @PANationalGuard: The @USArmy recently updated its physical readiness training -- or PRT -- mobile app to give Soldiers a leg up on the…	Jan 30 2020
Sebastian Merlöv	RT @Jagarchefen: Large-scale combat readiness test kicks off in Belarusian army | BelTA | https://t.co/eY48Yvs5Xx	Jan 30 2020
Enrique	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 30 2020
Facecjonista	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 30 2020
R	RT @AlexKokcharov: In #Belarus, the new #defence minister Viktar Khrenin ordered to conduct a sudden combat readiness test of the armed for…	Jan 30 2020
