name	rawTweet	date
Rubens Alerte🇭🇹	Need to get my ass in running shape. No way in hell should I be running 2 miles in 18 minutes. That ACFT will jumble you tho 🤦🏾‍♂️😂	Feb 14 2020
YMML ATIS	INFO Q. TMP: 30. WND: 340 DEG MNM 15 KTS, MAX 25 KTS. QNH: 1006. ACFT ON THE ALPHA STAR EXP GLS OR RNAV APCH. RWY 3… https://t.co/cOyWbRxmYR	Feb 14 2020
YMML ATIS	INFO R. TMP: 32. ACFT ON THE ALPHA STAR EXP GLS OR RNAV APCH. RWY 34. ALL DEPS MUST REQUEST PUSH BACK ON 127.2. SIG… https://t.co/ucwTKLQgeB	Feb 14 2020
YMML ATIS	INFO S. ALL DEPS MUST REQUEST PUSH BACK ON 127.2. FROM TIME 0210, ACFT DEPARTING TO THE NORTH EAST EXPECT RWY 34. R… https://t.co/ZUItdcBEJQ	Feb 14 2020
WillsServator	RT @natehale: @TheNumba1Guy More than 170 of those combat missions were flown in RF-4C recce jets over Vietnam.  Their motto was “alone, un…	Feb 14 2020
Sol Sukut 20+C+B+M+20 & Alive at Conception	"#DndFitness 
90min #cycling high end of ez effort (no power data)

#ACFT prep 
45 minutes of power toss practice. A… https://t.co/XhUvTKG6DM"	Feb 14 2020
sliced bread	"RT @ashleylantzy: i’m getting fucked this valentine’s day.

but by the army.

guess who gotta take the ACFT?"	Feb 14 2020
KDUB🔥	I left my shoes at taits and Pena’s house ))): and we have the ACFT in the am(((:	Feb 14 2020
LOWI SPOTTER INFO	Special visitor today:Air Hamburg arr: 17:50 from: FAB acft: E35L	Feb 14 2020
LOWI SPOTTER INFO	Special visitor today:Air Hamburg arr: 15:45 from: JER acft: E35L	Feb 14 2020
☆JSJCJK☆	"RT @HQUSAFEAFAF: Landed! [in Portugal] 

A @Spangdahlem_AB acft maintainer helps aircrew from their F-16 after arriving in Monte Real, #Por…"	Feb 14 2020
Rick Toney	RT Multiple locations across the 81st Readiness Division’s footprint received the initial fielding of the new #ACFT… https://t.co/JAOSOrycrD	Feb 14 2020
Rick Toney	"RT Get a leg up on the #ACFT!

The USArmy recently rolled out an app to help Soldiers get fit while protecting thei… https://t.co/HR2wyKafyR"	Feb 14 2020
Prachaya Nongnuch	"ACRPT ....
ทบ. ยกเครื่อง ‘หน่วยกำลังรบ’ มี.ค.63
“ARMY COMBAT READINESS PHYSICAL TEST”
ต้นแบบจาก U.S. Army Combat Fi… https://t.co/6s6sQ17KWu"	Feb 14 2020
YMML ATIS	INFO N. EXP GLS OR RNAV APCH. RWY 34. RAPID EXIT TWY FOXTROT OPEN. FROM TIME 1125, ACFT DEPARTING TO THE NORTH EAST… https://t.co/58ESTejc2p	Feb 14 2020
Curtis Wilson	Thanks @fortjacksoncg for allowing me to take part in the new Army Fitness Combat Testing. Saluting our troops arou… https://t.co/wDgisHUhoe	Feb 14 2020
Deplorable MARC the Dreg	RT @CurtisWilson275: Thanks @fortjacksoncg for allowing me to take part in the new Army Fitness Combat Testing. Saluting our troops around…	Feb 14 2020
LOWI SPOTTER INFO	Special visitor today:Air Hamburg arr: 17:50 from: FAB acft: E35L	Feb 14 2020
LOWI SPOTTER INFO	Special visitor today:Air Hamburg arr: 15:45 from: JER acft: E35L	Feb 14 2020
ABC Columbia	RT @CurtisWilson275: Thanks @fortjacksoncg for allowing me to take part in the new Army Fitness Combat Testing. Saluting our troops around…	Feb 14 2020
Laderek Green	RT @GeneralMXG: Ran to a group of motivated Soldiers at the NTC “Box” gym getting after ACFT leg tucks. Their hard work is definitely payin…	Feb 14 2020
Johnny LePenso	@AHelleneAuthor Biggest impact is diet followed by fitness. An army of dieticians that are open to all ways of heal… https://t.co/08aEgt7xdD	Feb 14 2020
Chris	How the Sprint-Drag-Carry will have you looking. #ACFT #NewFitnessThings #miltwitter https://t.co/g9L9yO0TUG	Feb 14 2020
Roy Lanek	https://t.co/1t91bfigEI Looks a Mi-17, 3x pylons and RHS tail rotor. What are they hoping to do, Charlie Wilson's W… https://t.co/ePhj95dLIS	Feb 14 2020
Amenallah mohsin abbas	RT @roy_lanek: https://t.co/1t91bfigEI Looks a Mi-17, 3x pylons and RHS tail rotor. What are they hoping to do, Charlie Wilson's War 2? Tim…	Feb 14 2020
Maximum Secrecy	@FerryIrwanto4 @Xxmanxx40D @bator2013 @haaretzcom No armed forces, incl the US, that engaged in combat in the Middl… https://t.co/v5t8JSqIrx	Feb 14 2020
Maximum Secrecy	@Xxmanxx40D @bator2013 @haaretzcom No armed forces, incl US, RU, TR, that engaged in combat in the Middle-East has… https://t.co/j4RVwjY0s4	Feb 14 2020
Maximum Secrecy	No military, incl US, RU, IL, TR, that engage in combat in the Middle-East has clean hands to criticize others abou… https://t.co/3VI7rJ1INY	Feb 14 2020
Jason Davis	Mini solo ACFT rehearsal.  Minus deadlifts. https://t.co/ZmwNT2KHIJ	Feb 14 2020
Cleveland ROTC	Cadets from Cleveland State University get after some ACFT training in an effort to max next months test!!! csu_pre… https://t.co/HxxfYGOI7Q	Feb 14 2020
☀️	"RT @Prachaya_Ice: ACRPT ....
ทบ. ยกเครื่อง ‘หน่วยกำลังรบ’ มี.ค.63
“ARMY COMBAT READINESS PHYSICAL TEST”
ต้นแบบจาก U.S. Army Combat Fitness…"	Feb 14 2020
WTF Grand Admiral of Propaganda	ACFT Tip.... https://t.co/MFISL7hu9N	Feb 14 2020
peter pobjecky - #FreeAssange	RT @roy_lanek: https://t.co/1t91bfigEI Looks a Mi-17, 3x pylons and RHS tail rotor. What are they hoping to do, Charlie Wilson's War 2? Tim…	Feb 14 2020
Dreaming of Peace	RT @roy_lanek: https://t.co/1t91bfigEI Looks a Mi-17, 3x pylons and RHS tail rotor. What are they hoping to do, Charlie Wilson's War 2? Tim…	Feb 14 2020
MountainPostLiving	"Check out the #mountainpostliving Correct Workout Techniques Push-Up video at https://t.co/pUB4dGcxWD - 
#4ID… https://t.co/TtstAPC4RH"	Feb 14 2020
BZZ 2006 #BZZ2006	RT @roy_lanek: https://t.co/1t91bfigEI Looks a Mi-17, 3x pylons and RHS tail rotor. What are they hoping to do, Charlie Wilson's War 2? Tim…	Feb 14 2020
Brace	@AtcYou It seems Boston has having a share of aircraft returning  these days, If my memory serves there was recentl… https://t.co/GkYgvT9xNT	Feb 14 2020
U.S. Army Fort Lee	Traveling team of CIMT experts bring ACFT certification course to Fort Lee https://t.co/5Uc34YHMDS via @ftleetraveller	Feb 14 2020
SNAFU SGT	@LorenzoLlorente @nocgarr Trick is blow your back during the ACFT and go to the ER https://t.co/0lMc83DXEp	Feb 14 2020
Va. National Guard	The Leg Tuck is the 5th event of the ACFT. It tests muscular strength and endurance and tests a Soldier's grip, sho… https://t.co/OrFK1AksYZ	Feb 14 2020
Erich Reimer	RT @ArmyFortLee: Traveling team of CIMT experts bring ACFT certification course to Fort Lee https://t.co/5Uc34YHMDS via @ftleetraveller	Feb 14 2020
Erich Reimer	To be in the U.S. Army it's no longer acceptable to be in good shape - you have to be in peak physical condition. L… https://t.co/eiuSa3rhLr	Feb 14 2020
trisha	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
🐾MilSpecOpsMonkey🐾	Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarma… https://t.co/4rOw91rQSe	Feb 14 2020
Ranger 1SG	@AVSIllini @JamesGField That makes sense. Just changing pushups and sit-ups to align with the ACFT. Thanks.	Feb 14 2020
Lil Miss Potter	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Stacey Abraham ⭐️⭐️⭐️(Not GA Stacy Abrams)❌	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Pam Kennedy🌟🌟🌟	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
beverly bear 🇺🇸	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
dshepherd	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Joel Guthrie	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Sally Penn	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Cowandos	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
WendiCo8	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
nevergiveup ⭐⭐⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Michael Rae Khoury 🇺🇸⭐️⭐️⭐️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Sheila “Q” Luker 🇺🇸⭐️⭐️⭐️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Bobby	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
uneQuivocallyAmy⭐⭐⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Capital Kid	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
✝️⚔️100% Texan⚔️🇨🇱✝️❌	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
jeanene	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Coo-Coo-Coup	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
D5izaDUD	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
truth+love✝️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
🐸~⁓ ᚩᶉôġ ⑰f ℒíg♄♱ ⁓~🐸	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Cajun Patriot	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
😊kind Deb😊	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
JayBirdPainWarrior #MAGA #WWG1WGA (OthrAcct Lckd )	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Sheri	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
One Adventure Seeker	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Deplorable Boomer Rube 🤓	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Trumpster	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
worldsgonemad	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
BostonJohn	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
🦅 🇺🇸 ~Freedom Patriot~ 🇺🇸 🦅	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Michele ONeill	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Kathy Neiheisel 🇺🇸	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
John Basham ⭐️⭐️⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Chris L	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Erich Reimer	"RT @ArmyFortLee: #ACFT -ing in the rain
This a.m., Pvt. Justin Sheffield, 832nd Ord Bn, runs the Sprint-Drag-Carry, while trainer-in-traini…"	Feb 14 2020
ID Throttle Jockey	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Tradmom	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
eileen higgins	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Erich Reimer	To be in the U.S. Army it's no longer acceptable to be in good shape - you have to be in peak physical condition. L… https://t.co/h0qcNEffUj	Feb 14 2020
Mioke Hawk 🇺🇸	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
AnonymousAda	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
GraphiQAngel ⭐️⭐️⭐️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Aimeedk	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
D_Anon63⭐️⭐️⭐️ Text TRUMP to 88022	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
DHD	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Ceresa ⭐⭐⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Corinne J. Locher 🇺🇸 ⭐⭐⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
PJ (KAG Super Elite)	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
SM	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
All4Trump	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
RU@N0NYM0U$?	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
ND Kirsch	@Palmo53 @RPG_volley Mike. You’re gonna struggle w the new ACFT if that’s the case.	Feb 14 2020
StrangeWings°	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
DaleLovemore	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
cathyfoxblog	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
DigitalSoldier⭐️⭐️⭐️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Angel B⭐️⭐️⭐️SweetQTEA#GODSisThePLAN	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
USN CE1	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
J.O.Y.	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
IndependenceDayPatriot	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Nationalist 🇺🇸 Half Pint ✝️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
JoCitizen USA	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Liz	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Cody Granrud	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Leslie Ann Sully	RT @CurtisWilson275: Thanks @fortjacksoncg for allowing me to take part in the new Army Fitness Combat Testing. Saluting our troops around…	Feb 14 2020
Traitors Justice🌟🌟🌟	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Jim Zimm	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Deeply Loved!	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Leslie Ann Sully	@CurtisWilson275 @fortjacksoncg @abc_columbia @THEBIGDM1013 @1073jamz @columbiasc We were happy to host you… https://t.co/XTSyFOza0C	Feb 14 2020
GloriaH ⭐⭐⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
2HELLwithEVIL	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Capt.G ⭐⭐⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Leslie Ann Sully	RT @fortjacksoncg: Everybody wants in on the ACFT! @TradocDCG @USACIMT #winning	Feb 14 2020
Fredrick	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Debbie Rose	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
MIA ⭐️⭐️⭐️🇺🇸	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
RILEY🐸💜🇺🇸⭐⭐⭐Text TRUMP TO 88022	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
"""stupid asshole"" 4 trump tonydasit1”"	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
DONNA WARREN ⭐️🌟⭐️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
sgtd	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Miller	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 14 2020
❌Sally Tanner ❌	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
talking7stick	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Mf Jones🌟🌟🌟	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
RJCanada	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Bryan Doyle	RT @ErichReimer: To be in the U.S. Army it's no longer acceptable to be in good shape - you have to be in peak physical condition. Loved it…	Feb 14 2020
❌sherry blanchar⭐⭐⭐	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
MovieTime	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
Cheryl Orwig ( text TRUMP 88022)	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 14 2020
