name	rawTweet	date	url
503677045	"RT @johnfund: South Dakota Gov. Kristi Noem hasn't locked down her state: ""The people themselves are primarily responsible for their safety…"	Apr 04 2020	https://twitter.com/rudypages/status/1246563134363631618
1226052667358662661	@12376238644d @nypost I hear ya , but there is so many people of Chinese descent would not be hard to stage such a… https://t.co/QH0Tp7Hb8x	Apr 04 2020	https://twitter.com/Dannj76833428/status/1246563132446609409
838634641	RT @nytimes: Since Chinese authorities disclosed the outbreak of a mysterious pneumonia-like illness, later revealed to be the coronavirus,…	Apr 04 2020	https://twitter.com/gingeek/status/1246563130387423233
56071652	"@SouthernGirl_56 @ChristieC733 Most of us have been eating Chinese food much of our lives.
I think people will be a… https://t.co/xUnn6MR3ZS"	Apr 04 2020	https://twitter.com/andrewfalco/status/1246563114461491201
742792102543687680	Meanwhile: People in the U.S. are still being racist toward anyone they presume to be Chinese https://t.co/eWoSUIK2ne	Apr 04 2020	https://twitter.com/Katelyn_Kempkes/status/1246563100477841415
1240083626152189952	@Sincity2019 @jennydjld2019 @SexCounseling @WhiteHouse Definite mathematics,I don’t know what that is but ok, of ed… https://t.co/rS4vyu5Ai5	Apr 04 2020	https://twitter.com/Ziggy26171054/status/1246563100121128960
1233119096792895493	@GardosHoward Everyone downplayed it, china lied about how serious it was, lied about how many died, lied about how… https://t.co/D6ezAPx8OO	Apr 04 2020	https://twitter.com/rob55059056/status/1246563096333860865
1427073463	@NYGovCuomo To be a Chinese,Firstly I want to say I admire you and support you. People's lives should always be val… https://t.co/ibvlDcEk4D	Apr 04 2020	https://twitter.com/melisaaaa2020/status/1246563093003390977
414873541	"RT @johnfund: South Dakota Gov. Kristi Noem hasn't locked down her state: ""The people themselves are primarily responsible for their safety…"	Apr 04 2020	https://twitter.com/jm3679/status/1246563090638012418
1241784102556073984	"RT @johnfund: South Dakota Gov. Kristi Noem hasn't locked down her state: ""The people themselves are primarily responsible for their safety…"	Apr 04 2020	https://twitter.com/IissaIissa/status/1246563088398258181
296557876	"RT @jugaljo: @HuXijin_GT #BoycottChineseProducts 
We in India has started to Uninstall all Chinese App [Tiktok],Lakhs of people have done i…"	Apr 04 2020	https://twitter.com/imadonovan/status/1246563052176228353
990441635073970176	"RT @heylauragao: ""Wuhan Virus"", ""Chinese Virus"", COVID-19. Doesn't matter the name - my hometown will forever be known for that and only th…"	Apr 04 2020	https://twitter.com/ladychryse/status/1246563050724954112
1031732049567084544	RT @nytimes: Since Chinese authorities disclosed the outbreak of a mysterious pneumonia-like illness, later revealed to be the coronavirus,…	Apr 04 2020	https://twitter.com/UnEd_Politician/status/1246563046606032896
75552659	Idiots! All other countries should ban any incoming travel from China. If these people are going to continue these… https://t.co/4kYgHey2xg	Apr 04 2020	https://twitter.com/MEEEHULLL/status/1246563046513881088
17087824	"RT @johnfund: South Dakota Gov. Kristi Noem hasn't locked down her state: ""The people themselves are primarily responsible for their safety…"	Apr 04 2020	https://twitter.com/johnston_kelly/status/1246563035495497735
266325275	RT @TheRightMelissa: @NYGovCuomo You mean the same Chinese govt. that lied to the world &amp; allowed their people to fly around the world infe…	Apr 04 2020	https://twitter.com/R_M_V_D_/status/1246563033599471616
852215731320233985	@sueboo69 People on the docks coming from all over the world, the useless Sec of Transportation Elaine Chao, McConn… https://t.co/V1ACZPjPjE	Apr 04 2020	https://twitter.com/ElephantWatcher/status/1246563031753977856
974893268	"RT @johnfund: South Dakota Gov. Kristi Noem hasn't locked down her state: ""The people themselves are primarily responsible for their safety…"	Apr 04 2020	https://twitter.com/JoeArredondo6/status/1246563029665435655
826491129583501312	RT @Sassychickie: If New York really wanted to stop this virus from spreading they would have shut down the trains and subways a long time…	Apr 04 2020	https://twitter.com/Kegga76/status/1246563027501101057
90550466	@_XaviAddict @spectatorindex COVID-20 coming on the way. Chinese people must stop eating this kind of foood!!!!	Apr 04 2020	https://twitter.com/Mohamed_G7/status/1246563015450861569
1170583109592584192	"RT @johnfund: South Dakota Gov. Kristi Noem hasn't locked down her state: ""The people themselves are primarily responsible for their safety…"	Apr 04 2020	https://twitter.com/Bob59177308/status/1246562983976808455
2301990517	"RT @johnfund: South Dakota Gov. Kristi Noem hasn't locked down her state: ""The people themselves are primarily responsible for their safety…"	Apr 04 2020	https://twitter.com/Barnes_Law/status/1246562982135566338
18065604	RT @nytimes: Since Chinese authorities disclosed the outbreak of a mysterious pneumonia-like illness, later revealed to be the coronavirus,…	Apr 04 2020	https://twitter.com/sunil9/status/1246562981674192898
1068716815969280000	RT @deathbypdf: This is the most personal essay I have written and the most angry and upset I have felt about anti-chinese racism for a sec…	Apr 04 2020	https://twitter.com/OtautauT/status/1246562967836954624
66585913	"Just let that sink in. 

5 million locals left Wuhan and infected every person they interacted with. 

This was a d… https://t.co/skMeD4xVq3"	Apr 04 2020	https://twitter.com/narniagirl55/status/1246562956269301762
923310764	@EveryBat @Extinct_AnimaIs dont make chinese people see it 😁😁	Apr 04 2020	https://twitter.com/EfeMelihKucuk/status/1246562945540206599
