name	rawTweet	date
Allyssa Richardson	Cold morning to discuss the importance of rest! Wearing alll the layers but loving what I do! #ACFT #tacticalAT… https://t.co/E1acQBZgTe	Feb 01 2020
Allyssa Richardson	Cold morning to discuss the importance of rest! Wearing alll the layers but loving what I do! #ACFT #tacticalAT… https://t.co/E1acQBZgTe	Feb 01 2020
Dude	@JMUFootball An awful lot of those exercises look like the Army Combat Fitness Test... way to go Dukes!	Feb 01 2020
Jeremy Troutman	RT @WarInstitute: The Army has a Physical Fitness Problem, Part 2: Toward a More Combat-Ready Force https://t.co/sEnNK1zoiT	Feb 01 2020
11th Armored Cavalry Regiment	Troopers of Regimental Support Squadron, 11th Armored Cavalry Regiment, participated in a practice Army Combat Fitn… https://t.co/35on1LNotu	Feb 01 2020
Michael Berard	RT @WarInstitute: Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to fix t…	Feb 01 2020
C🔺C🔺HR|Business|Strategic Manager|Brand|Promo|	RT @WarInstitute: Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to fix t…	Feb 01 2020
Modern War Institute	Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to… https://t.co/TO9qh4cw5a	Feb 01 2020
Becca Szymoniak🇺🇸😁🦅⭐️⭐️⭐️	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Feb 01 2020
anti-CSM expert panel	@mountain_six @DFSGM33 Seriously who graded that they need to grade my next ACFT cause my run could use a few minutes DAMN	Feb 01 2020
yscbatis	INFO K. TMP: 40. WIND: 300/10-20, XW 16 KTS RWY 35. QNH: 1009. EXP ILS APCH RWY 35. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS… https://t.co/s6rdu4bRmO	Feb 01 2020
G.啓介	"@dir8512 ACFTほぼ完全移植→ps4
一部曲のみ→スイッチ　ですからな
買うのであれば普通のスイッチの方がいいですなあ"	Feb 01 2020
jake_thomason27	@USArmy I have a question I can’t find the answer too ... specifically who takes the ACFT and at what time In the e… https://t.co/HFTNNyqsTr	Feb 01 2020
RPHFMVA	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
The Italian CSM	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
yscbatis	INFO J. EXP ILS APCH RWY 35. VIS: REDUCING TO 7KM. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROVAL RQ FOR TRAINI… https://t.co/TXLaRs2pTC	Feb 01 2020
yscbatis	INFO I. TMP: 42. QNH: 1010. JET ACFT EXP ILS APCH. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROVAL RQ FOR TRAINI… https://t.co/xh88lXZ8dZ	Feb 01 2020
ً	i just took the ACFT and on god the army can start my paperwork to get kicked out😂😂😂😂	Feb 01 2020
2020 Year of the RATFISH	RT @ensembleator: Doubleplus unfun for local aviators this eve...UACN01 CYKA 010131 VR UUA /OV CYYJ 000000 /TM 0129 /FLDURD /TP DH8D /TB SE…	Feb 01 2020
こ と み	"てかアイカツは妹の付き添いって感じでやってたからな〜。
わたしはACFTガチ勢だったけど。"	Feb 01 2020
Chris Doyle	Doubleplus unfun for local aviators this eve...UACN01 CYKA 010131 VR UUA /OV CYYJ 000000 /TM 0129 /FLDURD /TP DH8D… https://t.co/8GwU19nlhZ	Feb 01 2020
-	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
Mountain Six	The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
Black Diamond PHA	RT @USArmy: #ACFT testing equipment has arrived at Fort Stewart Hunter Army Airfield and the #Soldiers of @3rd_Infantry wasted no time gett…	Feb 01 2020
yscbatis	INFO H. TMP: 41. QNH: 1011. JET ACFT EXP ILS APCH. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROVAL RQ FOR TRAINI… https://t.co/OMf089LGa6	Feb 01 2020
John C. Hill	"@DeeGoots @michaelbird @madhouseSIX That is AWESOME that your agency is flexible &amp; works w/ you on your LFL ""commit… https://t.co/mX4ghSfj1l"	Feb 01 2020
Victor Farrar	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
HIRO	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
yscbatis	INFO G. TMP: 40. VIS: GT 10 KM. WIND: 280/15-25. ALL XW RWY 35, XW 10 KTS RWY 30. QNH: 1012. JET ACFT EXP ILS APCH.… https://t.co/QlJGTfUxdY	Feb 01 2020
Terri Land	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Feb 01 2020
YMML ATIS	INFO R. EXP INST APCH. RWY 27 &amp; 34 FOR ARR. RWY 27 FOR DEP. LAHSO IN PROGRESS.FROM TIME 0105, ACFT DEPARTING TO THE… https://t.co/1IaJl4hOvd	Feb 01 2020
yscbatis	INFO F. WX: FU HZ. TMP: 39. WIND: 300/10-20. MAX XW 16 KTS RWY 35. JET ACFT EXP ILS APCH. RWY 35 &amp; RWY 30 FOR ARRS… https://t.co/ZNh64Gc7Et	Feb 01 2020
Me Nombraron ‘El Chupacabras’	@jimGinOKC @TRADOC 8 minutes less time? I pass the 6.2 with ease at around 18-20 minutes. I wouldn’t even pass the… https://t.co/4csUzQ1FGM	Feb 01 2020
LOWI SPOTTER INFO	Special Visitor: Sundair Date: () Dep: 2020-02-24(12:30) To: OSL Acft: A320 https://t.co/AbGyCwJqnF	Feb 01 2020
LOWI SPOTTER INFO	Special Visitor: Sundair Date:2020-02-23 (19:20) Dep: () From: STN Acft: A320 Remark: ferry https://t.co/AbGyCwJqnF	Feb 01 2020
YMML ATIS	INFO Q. FROM TIME 0030 RWYS 27 &amp; 34 FOR ARRS. LAHSO, RWY 27 FOR ALL DEPS.RAPID EXIT TAXIWAY FOXTROT CLOSED.ALL DEPS… https://t.co/Gx0x6njczX	Feb 01 2020
Tony	@DeadBunnyFrank @lotusflowerom Ya think it was just a test to see if they could get into a position for greatest th… https://t.co/v7mk1zcsLr	Feb 01 2020
Modern War Institute	"""Instead of stating that 'fitness is a top priority,' leaders should demonstrate command emphasis on promoting phys… https://t.co/UJOP9QoRcB"	Feb 01 2020
24시 빠른입금서비스[O1O-9585-0138] 정상상품권 js2715C	연중무휴 24시 즉시/신속 매입 *소소티켓*◑◑전화번호: O1O-9585-0138  ◑◑카카오톡: alltk     모바일소액결제 소액결제현금 휴대폰소액결제 핸드폰소액결제 구글정보이용료현금화 상품권 소액결재… https://t.co/2qAADO5szu	Feb 01 2020
Austin s. Miller	Senior leaders have approved a modification of the ACFT that includes three aerobic test events for selected… https://t.co/aAcNJXaiBa	Feb 01 2020
Jorge	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
yscbatis	INFO L. TMP: 38. WIND: 270/10-20, ALL XW RWY 35. EXP ILS APCH RWY 35. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APP… https://t.co/tUbCACGFl7	Feb 01 2020
yscbatis	INFO M. TMP: 37. WIND: 270/12, ALL XW RWY 35. EXP ILS APCH RWY 35. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROV… https://t.co/O8KklnqTVE	Feb 01 2020
yscbatis	INFO N. TMP: 36. QNH: 1010. EXP ILS APCH RWY 35. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROVAL RQ FOR TRAINING… https://t.co/9aPumQ98vO	Feb 01 2020
Phil⚔️	RT @101stAASLTDIV: New test, new equipment. #ACFT https://t.co/Gdgd8Oaif4	Feb 01 2020
Melania Muresan	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
Romeo Marsh	"RT @USArmy: Pop the top and let's go!

@FortBenning #Soldiers recently received their Army Combat Fitness Test gear.

Learn more about @USA…"	Feb 01 2020
Tarzan Samaroo 🇬🇾🇺🇸	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
Romeo Marsh	RT @USArmy: #ACFT testing equipment has arrived at Fort Stewart Hunter Army Airfield and the #Soldiers of @3rd_Infantry wasted no time gett…	Feb 01 2020
김숙영	RT @EighthArmyKorea: Eighth Army Engineers Install ACFT Equipment https://t.co/RezYYMRrI9	Feb 01 2020
JoséRolando	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
That David	@JABell27 Just think of the tweets from @SNAFU_Sara we would get if that was on the acft....... 😂🤣😂	Feb 01 2020
Brian Filipowski	Those alternate cardio events on the ACFT will kick your a$$! Couldn’t get 25 mins this morning for 15000 meters. I… https://t.co/ZeNiBLDUWE	Feb 01 2020
Derrick william	RT @MANationalGuard: The 2nd event of the Army Combat Fitness Test (ACFT) is the Standing Power Throw. This evaluation represents tasks req…	Feb 01 2020
Justin Kline	First one in the gym, like most days. Workouts this week were definitely hard. So to finish out the week I figured… https://t.co/ejYlfEyDRK	Feb 01 2020
Bryan	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
Gabe ⚾️	@FlanaganLovesGA Running?! By choice? Sorry to hear that. I’ll wait until I take the ACFT!	Feb 01 2020
WTF Nation Radio	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
Part Time 11A	"RT @WarInstitute: ""Instead of stating that 'fitness is a top priority,' leaders should demonstrate command emphasis on promoting physical f…"	Feb 01 2020
🦄💕	my bestfriend just said i hope the army don’t stick to the acft cause that shit gone kill somebody 😂😂😂😂😂😂😂 wtf 😂	Feb 01 2020
Fil de l'épée	The Army has a Physical Fitness Problem, Part 2: Toward a More Combat-Ready Force https://t.co/zPLfAPINOP via @WarInstitute	Feb 01 2020
Kerry Mischka🙏	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Feb 01 2020
K E D ✨🤴🏾	RT @SHELOVETEN: i just took the ACFT and on god the army can start my paperwork to get kicked out😂😂😂😂	Feb 01 2020
Henric Perkins	RT @MANationalGuard: The 2nd event of the Army Combat Fitness Test (ACFT) is the Standing Power Throw. This evaluation represents tasks req…	Feb 01 2020
Henric Perkins	RT @ArmyROTC: It’s #FitnessFriday once again! Get out there and get training for #ACFT 💪🔥	Feb 01 2020
Jeff Armijo	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
Henric Perkins	RT @525EMIB: Do you get enough rest? It could make the difference in your #ACFT performance. Check out the latest video in our series, wher…	Feb 01 2020
AmericanDigitalNews	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Feb 01 2020
🇺🇸🌴🌞DepMo🌹🇺🇸	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Feb 01 2020
4th ESC	#ACFT Familiarization at the #ArmyReserve 4th ESC this morning.  #WhatDidYouDoThisMorning https://t.co/l5HAutnqxL	Feb 01 2020
Gregg Favre	"I finally understand why #miltwitter is constantly talking about Army’s new ACFT test.

Y’all are wild’n. https://t.co/j7EiUrmjKL"	Feb 01 2020
Garry Ridgley Jr	@EaglesWinItAll @_Philly_Talk MH-47, A-10, and an ACFT Carrier	Feb 01 2020
Modern War Institute	The Army has a Physical Fitness Problem, Part 2: Toward a More Combat-Ready Force https://t.co/sEnNK1zoiT	Feb 01 2020
Michael Berard	RT @WarInstitute: The Army has a Physical Fitness Problem, Part 2: Toward a More Combat-Ready Force https://t.co/sEnNK1zoiT	Feb 01 2020
Vola Milano Malpensa [MXP]	"Aggiornamento: voli cargo da/per Cina ora autorizzati 
A0661/20 NOTAMN
Q) LIXX/QXXLP/IV/NBO/E/000/999/4339N01139E99… https://t.co/n4UuVeMtjc"	Feb 01 2020
aldo malinverno	"RT @VolaMalpensa: Aggiornamento: voli cargo da/per Cina ora autorizzati 
A0661/20 NOTAMN
Q) LIXX/QXXLP/IV/NBO/E/000/999/4339N01139E999
RMK:…"	Feb 01 2020
Cpt. Strike	"RT @VolaMalpensa: Aggiornamento: voli cargo da/per Cina ora autorizzati 
A0661/20 NOTAMN
Q) LIXX/QXXLP/IV/NBO/E/000/999/4339N01139E999
RMK:…"	Feb 01 2020
Aeroporti Lombardi	"RT @VolaMalpensa: Aggiornamento: voli cargo da/per Cina ora autorizzati 
A0661/20 NOTAMN
Q) LIXX/QXXLP/IV/NBO/E/000/999/4339N01139E999
RMK:…"	Feb 01 2020
Alessandro Quaglia	"RT @VolaMalpensa: Aggiornamento: voli cargo da/per Cina ora autorizzati 
A0661/20 NOTAMN
Q) LIXX/QXXLP/IV/NBO/E/000/999/4339N01139E999
RMK:…"	Feb 01 2020
101st DIVARTY XO	Perfect way to end another week! Awesome ACFT focused pt and perfect weather conditions, 37 degrees with rain! I co… https://t.co/lk6f2eGndR	Feb 01 2020
FORSCOM	RT @101ArtilleryDCO: Perfect way to end another week! Awesome ACFT focused pt and perfect weather conditions, 37 degrees with rain! I conti…	Feb 01 2020
SËTCHIEL	RT @101ArtilleryDCO: Perfect way to end another week! Awesome ACFT focused pt and perfect weather conditions, 37 degrees with rain! I conti…	Feb 01 2020
Deep Cover E4 Mafioso	I'm so tired of hearing about the acft.	Feb 01 2020
Top	RT @101ArtilleryDCO: Perfect way to end another week! Awesome ACFT focused pt and perfect weather conditions, 37 degrees with rain! I conti…	Feb 01 2020
Mike	"@imlecksie What school are you at? BLC?
And have you tried the ACFT yet?"	Feb 01 2020
YPAD ATIS	INFO H. ACFT FROM THE EAST &amp; JET ACFT FROM THE WEST EXP INST APCH. WND: 230/12. CLD: BKN040. RWY 23. TMP: 18. VIS:… https://t.co/VWjKcwjy2m	Feb 01 2020
Wiregrass	RT @101ArtilleryDCO: Perfect way to end another week! Awesome ACFT focused pt and perfect weather conditions, 37 degrees with rain! I conti…	Feb 01 2020
Thais Vargas	RT @SHELOVETEN: i just took the ACFT and on god the army can start my paperwork to get kicked out😂😂😂😂	Feb 01 2020
WTF Nation Radio	RT @101ArtilleryDCO: Perfect way to end another week! Awesome ACFT focused pt and perfect weather conditions, 37 degrees with rain! I conti…	Feb 01 2020
Dennis Bischoff, CSCS, USAW-L1, CF-L1	@101stAASLTDIV Yes! Love this! It's about time the @USArmy got with the times and brought in a new fitness assessment! #ACFT	Feb 01 2020
Sol Sukut 20+C+B+M+20 & Alive at Conception	"#fitness #DnDFitness 
5miles #running with 10x400 @ sub 5k pace. Roasted

#ACFT circuits 5x on 60"" rest

Dead lift… https://t.co/aHB3TmtVUB"	Feb 01 2020
U.S. Army Reserve	"Minimize your risk of #ACFT injuries by training smart!

Check out these tips ➡️ https://t.co/GXqnhCYSb4 https://t.co/5Emgh2B3TI"	Feb 01 2020
AlessandroRossoGroup	"RT @VolaMalpensa: Aggiornamento: voli cargo da/per Cina ora autorizzati 
A0661/20 NOTAMN
Q) LIXX/QXXLP/IV/NBO/E/000/999/4339N01139E999
RMK:…"	Feb 01 2020
Michael Scott Selva	"RT @USArmyReserve: Minimize your risk of #ACFT injuries by training smart!

Check out these tips ➡️ https://t.co/GXqnhCYSb4 https://t.co/5E…"	Feb 01 2020
YPAD ATIS	INFO I. ACFT FROM THE EAST &amp; JET ACFT FROM THE WEST EXP INST. TMP: 19. CLD: BKN038. QNH: 1015. RWY 23. VIS: GREATER THAN 10 KM. WND: 230/12.	Feb 01 2020
Danikeill19	"RT @USArmyReserve: Minimize your risk of #ACFT injuries by training smart!

Check out these tips ➡️ https://t.co/GXqnhCYSb4 https://t.co/5E…"	Feb 01 2020
j. brent	RT @SHELOVETEN: i just took the ACFT and on god the army can start my paperwork to get kicked out😂😂😂😂	Feb 01 2020
lil rebkh	RT @SHELOVETEN: i just took the ACFT and on god the army can start my paperwork to get kicked out😂😂😂😂	Feb 01 2020
FORSCOM	"RT @USArmyReserve: Minimize your risk of #ACFT injuries by training smart!

Check out these tips ➡️ https://t.co/GXqnhCYSb4 https://t.co/5E…"	Feb 01 2020
YPAD ATIS	INFO J. WND: 230/15. CLD: BKN032. ACFT FROM THE EAST &amp; JET ACFT FROM THE WEST EXP INST. RWY 23. TMP: 19. VIS: GREATER THAN 10 KM. QNH: 1015.	Feb 01 2020
Emotional Support Drill	@PanelSGM4 @ritchydoesit I get where youre going but let me ask a question in return. There are plenty of topics co… https://t.co/uzKfhnLgJp	Feb 01 2020
Kelvin Poulsen	"RT @USArmy: Pop the top and let's go!

@FortBenning #Soldiers recently received their Army Combat Fitness Test gear.

Learn more about @USA…"	Feb 01 2020
